code,pnl,rate,f1
300570,0.011246310591129096,0.001,0.44075829383886256
000063,0.052893827324488094,0.002,0.44075829383886256
300771,-0.0022035542923037636,0.0,0.44075829383886256
002410,-0.007337215250414432,0.0,0.44075829383886256
002050,0.011320204668533316,0.001,0.44075829383886256
300616,0.005293904164528837,0.0,0.44075829383886256
300571,0.0015570649587430773,0.0,0.44075829383886256
300379,0.011188939415891448,0.001,0.44075829383886256
002079,0.003216003784135151,0.0,0.44075829383886256
002897,0.0033328944269291083,0.0,0.44075829383886256
002690,-0.013846579262433089,-0.001,0.44075829383886256
300761,-0.007301559822061645,0.0,0.43601895734597157
300014,-0.02130669036394989,-0.001,0.43601895734597157
002579,0.005948942112613543,0.0,0.43601895734597157
300397,0.03754503773969336,0.002,0.43601895734597157
002605,0.00988648422577825,0.0,0.43601895734597157
300244,0.004422905458538955,0.0,0.43601895734597157
300786,-0.005453714159836924,0.0,0.43601895734597157
300604,0.014678462731365418,0.001,0.43601895734597157
300073,-0.003208259081851812,0.0,0.43601895734597157
300010,0.009677353410775786,0.0,0.43601895734597157
300618,-0.0051060066818002445,0.0,0.43601895734597157
300578,0.024921085026043135,0.001,0.43601895734597157
300015,-0.0016746281585086988,0.0,0.43601895734597157
002901,-0.005524588825679742,0.0,0.43601895734597157
002801,-0.00753007450688446,0.0,0.43601895734597157
300613,-0.012347414148538216,-0.001,0.43601895734597157
002151,0.01601933412217213,0.001,0.43601895734597157
002968,-0.013279940324654044,-0.001,0.43601895734597157
300271,-0.006566153970185711,0.0,0.43601895734597157
300347,0.0008955190870080835,0.0,0.43601895734597157
300454,-0.010258911161832309,0.0,0.4312796208530806
000034,0.01112109489895122,0.001,0.4312796208530806
300548,0.013185000030323633,0.001,0.4312796208530806
002965,-0.015115170016927493,-0.001,0.4312796208530806
300595,-0.00917586738252513,0.0,0.4312796208530806
000955,-0.00547293289833477,0.0,0.4312796208530806
300791,-0.007411245852338665,0.0,0.4312796208530806
300438,-0.0046595957829555085,0.0,0.4312796208530806
300678,0.004542477658691838,0.0,0.4312796208530806
000988,0.008646605457955306,0.0,0.4312796208530806
002456,-0.002124962403350768,0.0,0.4312796208530806
002352,-0.008379077291983169,0.0,0.4312796208530806
300551,0.020439563102494354,0.001,0.4312796208530806
300579,-0.00649983818183309,0.0,0.4312796208530806
300395,0.005727116275696941,0.0,0.4265402843601896
300805,-0.023791907705053583,-0.001,0.4265402843601896
300726,0.031199413803523725,0.001,0.4265402843601896
300546,0.0026161841093835896,0.0,0.4265402843601896
000858,-0.004733474181587971,0.0,0.4265402843601896
002261,0.025712548192028492,0.001,0.4265402843601896
300782,-0.04981026150051418,-0.002,0.4265402843601896
300285,0.004926642485864204,0.0,0.4265402843601896
300203,0.0022792677847967525,0.0,0.4265402843601896
000823,0.033281919440590474,0.002,0.4265402843601896
002142,-0.006675977452918245,0.0,0.4265402843601896
300688,-0.006031592304870258,0.0,0.4265402843601896
000963,-0.005441423013334566,0.0,0.4265402843601896
002846,-0.004611108358831851,0.0,0.4265402843601896
002036,0.009030952097179546,0.0,0.4265402843601896
300601,-0.04490949475889467,-0.002,0.4265402843601896
300545,0.0003211979814648527,0.0,0.4265402843601896
002876,0.0001902425834495241,0.0,0.4265402843601896
300226,0.010720407013176784,0.0,0.4265402843601896
300326,-0.0012921978123088213,0.0,0.4265402843601896
002458,-0.003488094942596579,0.0,0.4265402843601896
300479,-0.0032466763022780845,0.0,0.4265402843601896
300676,0.00686485386324643,0.0,0.4265402843601896
300003,-0.009658415010274856,0.0,0.4265402843601896
002850,0.008198082144195123,0.0,0.4265402843601896
300623,0.006494262337269402,0.0,0.4265402843601896
300638,0.006301255665627102,0.0,0.4218009478672986
300429,-0.023954905709153797,-0.001,0.4218009478672986
300348,-0.006203462919042502,0.0,0.4218009478672986
002174,0.04051766503587507,0.002,0.4218009478672986
002967,0.01768606788949675,0.001,0.4218009478672986
300566,-0.0004513074327939562,0.0,0.4218009478672986
002870,-0.0036137443020499488,0.0,0.4218009478672986
300806,0.003470981448460443,0.0,0.4218009478672986
000799,-0.0033870004611983094,0.0,0.4218009478672986
300133,-0.00019530371376207348,0.0,0.4218009478672986
300461,-0.0025472725746319863,0.0,0.4218009478672986
002881,0.016705567349092072,0.001,0.4218009478672986
002655,0.0025120983212691215,0.0,0.4218009478672986
300001,0.003575022291920718,0.0,0.4218009478672986
300699,-0.007470026947690611,0.0,0.4218009478672986
000977,0.011787241729013017,0.001,0.4218009478672986
002460,-0.005246772389960429,0.0,0.4218009478672986
300212,-0.002809246949338918,0.0,0.4218009478672986
300520,0.00015421360558993445,0.0,0.4218009478672986
300586,-0.004178103557140953,0.0,0.4218009478672986
002955,-0.00269162322699177,0.0,0.41706161137440756
002947,-0.006307902654002369,0.0,0.41706161137440756
002785,0.0031742665880492476,0.0,0.41706161137440756
300470,-0.00427354810258627,0.0,0.41706161137440756
000002,-0.010521407823285686,0.0,0.41706161137440756
002373,0.008734816363344187,0.0,0.41706161137440756
000708,-0.008479004811281745,0.0,0.41706161137440756
002273,-0.0023632657512479187,0.0,0.41706161137440756
002957,-0.0016372289756621265,0.0,0.41706161137440756
002449,0.019212358263343582,0.001,0.41706161137440756
300235,0.02336696950755312,0.001,0.41706161137440756
300751,0.0019600484965039116,0.0,0.41706161137440756
000503,0.006523447861147604,0.0,0.41706161137440756
002841,0.003395258946811329,0.0,0.41706161137440756
002304,0.011716582230511486,0.001,0.41706161137440756
300450,0.00785940528223008,0.0,0.41706161137440756
300455,0.0034413579158477643,0.0,0.41706161137440756
002751,0.018883181431829363,0.001,0.41706161137440756
300762,0.0017618248546298154,0.0,0.41706161137440756
300087,0.06768850124733668,0.003,0.41706161137440756
300526,-0.017969026893613592,-0.001,0.41706161137440756
002008,0.00671721703225181,0.0,0.41706161137440756
002544,0.001591999787008263,0.0,0.41706161137440756
300685,0.002465960949979668,0.0,0.41706161137440756
300081,0.0449898766227698,0.002,0.41706161137440756
300408,0.04823459292132125,0.002,0.41706161137440756
300776,-0.012118908768493319,-0.001,0.41706161137440756
002153,0.0002911810684399928,0.0,0.41706161137440756
300498,-0.002833937709007976,0.0,0.41706161137440756
300731,-0.031706377834589156,-0.001,0.41706161137440756
300525,-0.008056256013131662,0.0,0.41232227488151657
300462,0.004228973325230883,0.0,0.41232227488151657
002577,-0.006955482974297839,0.0,0.41232227488151657
002601,0.00435951106532541,0.0,0.41232227488151657
002918,-0.007169228403757648,0.0,0.41232227488151657
002851,-0.008588866847644736,0.0,0.41232227488151657
000921,0.015076086817458822,0.001,0.41232227488151657
002793,-0.019729441171820114,-0.001,0.41232227488151657
002180,-0.0016954913028454199,0.0,0.41232227488151657
002796,0.0042526030342582,0.0,0.41232227488151657
300808,0.0003101568370026619,0.0,0.41232227488151657
300298,0.0004020591119546225,0.0,0.41232227488151657
002597,-0.0014727032573572335,0.0,0.41232227488151657
300573,-0.0005555705581827684,0.0,0.41232227488151657
300380,0.003126555973756376,0.0,0.41232227488151657
002819,0.0069942859011547735,0.0,0.41232227488151657
002907,-0.002119728390890755,0.0,0.41232227488151657
300518,0.010417824546628604,0.0,0.41232227488151657
002041,0.06561419521711466,0.003,0.41232227488151657
002773,0.016424286894431633,0.001,0.41232227488151657
300494,-0.0005930425240957763,0.0,0.41232227488151657
002035,-0.0053736022696512144,0.0,0.4075829383886256
300809,-0.007947377170081234,0.0,0.4075829383886256
002111,-0.0022416174727349024,0.0,0.4075829383886256
300780,-0.005720599499051306,0.0,0.4075829383886256
300188,0.006122976268173496,0.0,0.4075829383886256
002861,0.012206486944090007,0.001,0.4075829383886256
002750,-0.0037979333107996515,0.0,0.4075829383886256
300468,0.014823573482568325,0.001,0.4075829383886256
002557,0.00375749627836175,0.0,0.4075829383886256
300507,0.004241140162795572,0.0,0.4075829383886256
300608,-0.002284691128343968,0.0,0.4075829383886256
300487,-0.0047494437297019906,0.0,0.4075829383886256
300630,-0.008407497930112907,0.0,0.4075829383886256
300653,0.001231736650221902,0.0,0.4075829383886256
002920,-0.006254616029792601,0.0,0.4075829383886256
002739,0.01101467064336982,0.001,0.4075829383886256
002463,0.002519483637089004,0.0,0.4075829383886256
300417,-0.019893043621786163,-0.001,0.4075829383886256
300788,0.016681250017537345,0.001,0.4075829383886256
300550,0.014215736827486407,0.001,0.4075829383886256
002428,0.03863252974897725,0.002,0.4075829383886256
002929,0.006673649303219244,0.0,0.4075829383886256
000789,-0.010616269213383886,0.0,0.4075829383886256
300052,0.01075734781602121,0.0,0.4075829383886256
300480,0.003329454678794156,0.0,0.4075829383886256
002643,-0.00813609383946097,0.0,0.4075829383886256
002082,-0.01744882203196249,-0.001,0.4075829383886256
300341,0.04674598470587749,0.002,0.4075829383886256
002647,-0.011998781982498031,-0.001,0.4075829383886256
002736,0.0007793409344240558,0.0,0.4075829383886256
300799,0.010516754201096478,0.0,0.4075829383886256
300795,0.006356419599338788,0.0,0.4075829383886256
002098,-0.028165146045546218,-0.001,0.4075829383886256
300797,-0.006439307652878773,0.0,0.4075829383886256
300363,0.024454463653197506,0.001,0.4075829383886256
300768,0.008119607743764726,0.0,0.4075829383886256
002800,0.02017256135821641,0.001,0.4028436018957346
002594,-0.006647165779459418,0.0,0.4028436018957346
002541,-0.012404097854049556,-0.001,0.4028436018957346
300690,-0.01792000026905785,-0.001,0.4028436018957346
002095,0.022423489445759844,0.001,0.4028436018957346
000876,-0.013291364649937508,-0.001,0.4028436018957346
300523,0.0003307109925801241,0.0,0.4028436018957346
300620,0.00344933569775749,0.0,0.4028436018957346
300706,0.0017764508865996842,0.0,0.4028436018957346
300696,0.006646154782221987,0.0,0.4028436018957346
300433,0.002327854529152805,0.0,0.4028436018957346
300251,-0.010879331217331069,0.0,0.4028436018957346
300115,0.00044973919629934093,0.0,0.4028436018957346
300627,0.04932541134482944,0.002,0.4028436018957346
300760,-0.005119250355481963,0.0,0.4028436018957346
002777,0.019745214311133227,0.001,0.4028436018957346
300078,0.01492961034395556,0.001,0.4028436018957346
300778,-0.01245517948007307,-0.001,0.4028436018957346
300674,-0.0007765865139224494,0.0,0.4028436018957346
300642,0.00088153738925146,0.0,0.4028436018957346
300541,0.0050713074449805174,0.0,0.4028436018957346
300577,0.012003654482203066,0.001,0.4028436018957346
300465,0.0012397915824501455,0.0,0.4028436018957346
002317,-0.008889717029101091,0.0,0.4028436018957346
000975,0.016276998417572883,0.001,0.4028436018957346
002963,-0.003921072623080569,0.0,0.3981042654028436
002776,0.04018972304623259,0.002,0.3981042654028436
300634,0.009948564755168813,0.0,0.3981042654028436
300529,-0.011717781050541467,-0.001,0.3981042654028436
300207,-0.0060140284822234645,0.0,0.3981042654028436
300319,0.010337541233800368,0.0,0.3981042654028436
002902,0.023949625069230547,0.001,0.3981042654028436
300612,0.00791539700785454,0.0,0.3981042654028436
300663,0.0015147158432440282,0.0,0.3981042654028436
300636,-0.015840359190957234,-0.001,0.3981042654028436
002001,-0.007019224291602838,0.0,0.3981042654028436
002402,0.006237738082645184,0.0,0.3981042654028436
300415,-0.007784418360285077,0.0,0.3981042654028436
002853,-0.00025529957875402524,0.0,0.3981042654028436
300767,-0.01316298957886116,-0.001,0.3981042654028436
002670,0.041962566654715934,0.002,0.3981042654028436
002635,0.006317771311197406,0.0,0.3981042654028436
002932,-0.004468453942955642,0.0,0.3981042654028436
000661,0.04205580489398479,0.002,0.3981042654028436
002080,-0.008066775673023928,0.0,0.3981042654028436
300316,-0.00540574020207735,0.0,0.3981042654028436
300639,-0.0029804137981843636,0.0,0.3981042654028436
002313,0.014569576585302061,0.001,0.3981042654028436
300735,0.0021056232896829613,0.0,0.3981042654028436
002675,-0.017680284449681834,-0.001,0.3981042654028436
300142,-0.010955738367839966,-0.001,0.3981042654028436
300384,-0.003403262162421139,0.0,0.3981042654028436
300373,0.007990510634541823,0.0,0.3981042654028436
300257,-0.0014231711307702694,0.0,0.3981042654028436
300183,0.02380138442991412,0.001,0.3981042654028436
300543,0.02845791814636992,0.001,0.3981042654028436
000603,0.011776517753583664,0.001,0.3981042654028436
002030,-0.008225695880264694,0.0,0.3981042654028436
300702,0.0018557899835180763,0.0,0.3933649289099526
002859,0.04464907790530189,0.002,0.3933649289099526
000026,0.0009375720070020329,0.0,0.3933649289099526
002880,-0.002235295873436749,0.0,0.3933649289099526
002530,0.07573835993167606,0.003,0.3933649289099526
000597,-0.03276442452447951,-0.002,0.3933649289099526
300671,0.001496046820405224,0.0,0.3933649289099526
300581,0.006877029261089466,0.0,0.3933649289099526
300564,-0.004437361607284118,0.0,0.3933649289099526
000581,-0.0038918439699591628,0.0,0.3933649289099526
002888,0.010054734984082596,0.0,0.3933649289099526
300112,-0.0005581363056243004,0.0,0.3933649289099526
300779,-0.02115379381360179,-0.001,0.3933649289099526
002729,-0.006807937441108758,0.0,0.3933649289099526
300124,0.0016321081573982775,0.0,0.3933649289099526
300753,0.0009428096315345998,0.0,0.3933649289099526
300173,0.01830486479571002,0.001,0.3933649289099526
000999,-0.008862996207633833,0.0,0.3933649289099526
300684,0.0005544493916721314,0.0,0.3933649289099526
002669,-0.008754565163719977,0.0,0.3933649289099526
002045,0.002090392188610609,0.0,0.3933649289099526
002860,0.005700893978008017,0.0,0.3933649289099526
000733,0.019911752657439243,0.001,0.3933649289099526
002440,0.01021190200502602,0.0,0.3933649289099526
300046,-0.002309772801464463,0.0,0.3933649289099526
002931,-0.0019319871294987735,0.0,0.3933649289099526
002581,-0.0125931173585957,-0.001,0.3933649289099526
300302,0.004511854789403507,0.0,0.3933649289099526
000625,-0.005358392578137098,0.0,0.3933649289099526
300035,-0.0035322803159932702,0.0,0.3933649289099526
000400,-0.005969663791485874,0.0,0.3933649289099526
000550,-0.002304454304239749,0.0,0.3886255924170616
002156,0.04813424116358041,0.002,0.3886255924170616
300118,-0.014868093127604213,-0.001,0.3886255924170616
300274,0.0023170810028556453,0.0,0.3886255924170616
002271,-0.01287386158543654,-0.001,0.3886255924170616
002799,0.03519433088560567,0.002,0.3886255924170616
300682,0.0008646289863796404,0.0,0.3886255924170616
002845,0.002850885785448795,0.0,0.3886255924170616
300327,-0.0011576323539868852,0.0,0.3886255924170616
300686,0.006999733580688144,0.0,0.3886255924170616
000915,0.011018893531101326,0.001,0.3886255924170616
300667,-0.02320765012172566,-0.001,0.3886255924170616
002185,-0.013210246452686387,-0.001,0.3886255924170616
300383,0.010824291043672139,0.0,0.3886255924170616
300329,-0.03512606676364828,-0.002,0.3886255924170616
300542,0.0030603658150330465,0.0,0.3886255924170616
300436,0.0004746392443098699,0.0,0.3886255924170616
300031,-0.00359572577526533,0.0,0.3886255924170616
300398,-0.004703637930723556,0.0,0.3886255924170616
300737,0.007849435885888765,0.0,0.3886255924170616
002281,0.0077696281865784365,0.0,0.3886255924170616
002798,0.0029461836013056123,0.0,0.3886255924170616
300457,0.002425796318835166,0.0,0.3886255924170616
300037,-0.004253853363212429,0.0,0.3886255924170616
002712,-0.0024441979617324727,0.0,0.3886255924170616
002179,0.004030636971333986,0.0,0.3886255924170616
002572,0.013817241795599745,0.001,0.3886255924170616
002558,0.02704508137707215,0.001,0.3886255924170616
300451,-0.0016180872406566672,0.0,0.3886255924170616
300205,0.011061078496090086,0.001,0.38388625592417064
002695,-0.006066647058762949,0.0,0.38388625592417064
002129,3.804887628320289e-05,0.0,0.38388625592417064
000786,-0.008644386391320917,0.0,0.38388625592417064
300659,-0.0283479553709416,-0.001,0.38388625592417064
002353,-0.006501137230832495,0.0,0.38388625592417064
000032,-0.00022895118272637746,0.0,0.38388625592417064
000712,0.002037094608785955,0.0,0.38388625592417064
002074,0.005898359770791797,0.0,0.38388625592417064
300497,-0.012425941564444263,-0.001,0.38388625592417064
002294,-0.005676189608553412,0.0,0.38388625592417064
300409,-0.006433693792696774,0.0,0.38388625592417064
300085,0.002379309846012191,0.0,0.38388625592417064
000156,-0.0008647756796282815,0.0,0.38388625592417064
002741,-0.012258070917359408,-0.001,0.38388625592417064
300603,0.007952324681564135,0.0,0.38388625592417064
002038,-0.002768561349415865,0.0,0.38388625592417064
002100,-0.01594309399633378,-0.001,0.38388625592417064
300294,0.006838291354224818,0.0,0.38388625592417064
002815,0.011072664051203388,0.001,0.38388625592417064
300530,0.010767864818984228,0.0,0.38388625592417064
000869,-0.002370481627158376,0.0,0.38388625592417064
300687,-0.00021590876157979652,0.0,0.38388625592417064
002268,-0.003257737551755754,0.0,0.38388625592417064
000009,-0.005730657294858259,0.0,0.38388625592417064
300191,0.007408762060489262,0.0,0.38388625592417064
300238,-0.0042612371534265165,0.0,0.38388625592417064
300664,2.1731201921223186e-05,0.0,0.38388625592417064
002065,0.00828871664701589,0.0,0.38388625592417064
002942,0.009609999128546596,0.0,0.38388625592417064
002657,0.011549477416920787,0.001,0.38388625592417064
300710,0.0009026378067197062,0.0,0.3791469194312796
300114,0.006625008542458904,0.0,0.3791469194312796
300558,0.01134322527742629,0.001,0.3791469194312796
300333,0.006067001951098971,0.0,0.3791469194312796
002892,-0.006262614361080226,0.0,0.3791469194312796
000423,0.006813281146410337,0.0,0.3791469194312796
300759,-0.01877546028581925,-0.001,0.3791469194312796
300464,-0.027378336311244252,-0.001,0.3791469194312796
000671,-0.018736226854774652,-0.001,0.3791469194312796
000878,-0.009046764503301748,0.0,0.3791469194312796
002213,7.027180509540283e-05,0.0,0.3791469194312796
002858,0.014536334715487887,0.001,0.3791469194312796
300007,-0.007594957703544477,0.0,0.3791469194312796
002618,0.016331760524714606,0.001,0.3791469194312796
002614,-0.004712179454441876,0.0,0.3791469194312796
000518,-0.02291301126300772,-0.001,0.3791469194312796
300758,-0.014241982439997377,-0.001,0.3791469194312796
300042,-0.007347236395288803,0.0,0.3791469194312796
300691,0.009519113352242667,0.0,0.3791469194312796
002600,0.03412109160679056,0.002,0.3791469194312796
002915,-0.006930958299513273,0.0,0.3791469194312796
002120,-0.007276832415980861,0.0,0.3791469194312796
300609,0.007746737579119892,0.0,0.3791469194312796
300443,0.003022312254494769,0.0,0.3791469194312796
300300,-0.007437020028012933,0.0,0.3791469194312796
300127,-0.0018797727546967713,0.0,0.3791469194312796
000970,0.009319919009706688,0.0,0.3744075829383886
300209,0.0019150243758892403,0.0,0.3744075829383886
300331,-0.008332420987565337,0.0,0.3744075829383886
002137,0.005768896027165111,0.0,0.3744075829383886
300339,0.003983038205645545,0.0,0.3744075829383886
000636,0.08286088059561691,0.004,0.3744075829383886
000513,0.00838624042566228,0.0,0.3744075829383886
002867,0.004580225269878307,0.0,0.3744075829383886
300677,0.008855056190466589,0.0,0.3744075829383886
300229,0.001929812953783109,0.0,0.3744075829383886
300168,0.002355552374407891,0.0,0.3744075829383886
300629,0.0007950175409130209,0.0,0.3744075829383886
000514,-0.019759390258074234,-0.001,0.3744075829383886
002124,0.007036202405734639,0.0,0.3744075829383886
002497,-0.008484598069400844,0.0,0.3744075829383886
002468,0.013132705455530906,0.001,0.3744075829383886
300054,0.00857342860859197,0.0,0.3744075829383886
002763,0.014341901146389014,0.001,0.3744075829383886
002780,-0.009391354864822522,0.0,0.3744075829383886
300053,0.006609600797993565,0.0,0.3696682464454976
300130,-0.007448564772699131,0.0,0.3696682464454976
300673,0.010615082961032236,0.0,0.3696682464454976
300069,0.011856095281634414,0.001,0.3696682464454976
300554,0.0027985307966679886,0.0,0.3696682464454976
002081,0.0032093273711488583,0.0,0.3696682464454976
002709,-0.0060617919945362055,0.0,0.3696682464454976
002810,-0.0009764755505303809,0.0,0.3696682464454976
300344,-0.0180155919936187,-0.001,0.3696682464454976
002365,-0.018117113128888526,-0.001,0.3696682464454976
300012,-0.01059544746345585,0.0,0.3696682464454976
002654,0.01720385965336097,0.001,0.3696682464454976
002296,0.0059734796628716485,0.0,0.3696682464454976
002232,0.04667698840097407,0.002,0.3696682464454976
000623,-0.00373023754453273,0.0,0.3696682464454976
000676,0.002392395974886166,0.0,0.3696682464454976
300582,-0.0030299094825789246,0.0,0.3696682464454976
300772,-0.01070134256264046,0.0,0.3696682464454976
002956,-0.005340247238365144,0.0,0.3696682464454976
300662,-0.0066345511136880995,0.0,0.3696682464454976
300369,0.006070575756953074,0.0,0.3696682464454976
002724,-0.0003857528063688969,0.0,0.3696682464454976
300689,0.0028501187735243956,0.0,0.3696682464454976
002250,-0.0023115141188790518,0.0,0.3696682464454976
000656,0.007979633642286408,0.0,0.3696682464454976
300328,-0.0025872997918923563,0.0,0.3696682464454976
002106,0.007523347203164787,0.0,0.3696682464454976
002768,0.0002528989858882199,0.0,0.36492890995260663
002404,-0.010510189850182122,0.0,0.36492890995260663
002795,-0.001655928360240511,0.0,0.36492890995260663
300427,-0.01104361279559698,-0.001,0.36492890995260663
002191,0.0054435927377528654,0.0,0.36492890995260663
300763,-0.003301871824410703,0.0,0.36492890995260663
300593,-0.014894687053563437,-0.001,0.36492890995260663
300227,-0.0008120118755033256,0.0,0.36492890995260663
300775,0.0023828564921135626,0.0,0.36492890995260663
002396,0.011553883611133551,0.001,0.36492890995260663
000985,0.010431984852462632,0.0,0.36492890995260663
300587,-0.011689569907753598,-0.001,0.36492890995260663
300777,0.0011490565925519726,0.0,0.36492890995260663
300765,-0.0012443766077682539,0.0,0.36492890995260663
300034,0.0038358790344565703,0.0,0.36492890995260663
002875,0.008901276517472497,0.0,0.36492890995260663
002258,-0.006267203414885013,0.0,0.36492890995260663
000338,0.0034410502338343826,0.0,0.36492890995260663
002616,0.0031329260583731,0.0,0.36492890995260663
